27,193,1000,232
27,212,2000,551
27,223,3000,370
27,226,3000,327
27,248,1000,405
27,255,3000,373
31,32,1000,703
31,41,1000,575
31,82,3000,294
31,83,2000,4
31,165,2000,712
31,193,3000,461
31,212,3000,498
31,223,2000,691
31,294,3000,116
32,33,3000,300
32,83,3000,606
32,93,1000,759
32,116,1000,782
32,143,2000,670
32,145,3000,137
32,176,2000,154
32,216,1000,145
32,242,2000,795
32,243,2000,582
32,248,2000,89
32,256,1000,49
32,262,1000,386
32,266,2000,877
33,36,1000,437
33,81,2000,821
33,82,2000,991
33,97,1000,351
33,145,1000,145
33,184,3000,888
33,210,2000,333
33,248,2000,298
33,255,2000,96
33,266,2000,464
33,267,1000,44
36,83,1000,983
36,85,3000,56
36,97,3000,668
36,137,1000,456
36,145,1000,694
36,151,3000,638
36,165,3000,836
36,173,2000,127
36,216,2000,872
36,255,3000,377
41,65,1000,734
41,83,3000,781
41,116,3000,751
41,143,1000,326
41,145,1000,123
41,165,2000,521
41,200,1000,456
41,210,2000,170
41,226,2000,638
41,242,3000,859
41,255,2000,878
41,267,1000,541
49,81,2000,237
49,128,1000,481
49,143,1000,658
49,176,3000,47
49,184,1000,538
49,193,1000,905
49,212,1000,885
49,223,2000,80
49,238,2000,542
49,242,3000,663
49,243,2000,565
49,247,1000,803
49,266,2000,960
49,294,2000,290
51,74,1000,76
51,93,3000,849
51,157,1000,116
51,173,3000,821
51,210,3000,675
51,212,1000,499
51,223,2000,443
51,226,1000,534
51,242,3000,426
51,243,2000,315
51,248,2000,477
51,262,1000,821
51,267,3000,833
51,294,2000,529
65,81,2000,784
65,82,2000,895
65,85,2000,111
65,109,3000,357
65,116,3000,671
65,173,2000,893
65,180,2000,245
65,223,3000,227
74,83,3000,731
74,193,2000,749
74,216,2000,62
74,242,2000,129
74,256,3000,455
74,262,3000,78
74,294,3000,176
81,93,3000,50
81,145,1000,857
81,210,1000,265
81,216,1000,137
81,262,3000,818
81,267,1000,897
82,93,2000,471
82,143,3000,634
82,157,2000,166
82,173,1000,240
82,184,1000,494
82,255,1000,893
82,256,3000,581
82,262,3000,191
83,92,3000,684
83,143,2000,885
83,212,1000,377
83,236,2000,116
83,247,3000,374
83,266,1000,915
83,267,3000,838
83,294,2000,211
85,92,2000,950
85,93,1000,887
85,97,1000,240
85,116,3000,260
85,137,1000,968
85,143,1000,795
85,157,3000,141
85,176,3000,497
85,212,1000,396
85,226,3000,764
85,242,2000,563
85,247,3000,996
85,267,1000,192
92,143,2000,900
92,173,1000,14
92,193,1000,5
92,216,2000,468
93,97,2000,289
93,116,3000,335
93,157,2000,395
93,165,1000,940
93,176,2000,904
93,216,1000,420
93,223,2000,499
93,266,1000,793
97,165,1000,106
97,200,3000,807
97,210,1000,963
97,223,1000,374
97,238,3000,198
97,242,3000,861
97,247,3000,264
97,255,1000,415
97,266,3000,577
109,143,2000,488
109,145,1000,891
109,157,2000,223
109,180,1000,313
109,184,3000,349
109,212,3000,285
109,248,1000,883
109,256,1000,368
109,262,3000,83
116,151,3000,214
116,180,2000,1000
116,184,2000,935
116,212,3000,41
116,223,3000,517
116,243,2000,947
116,247,3000,344
116,266,1000,585
116,294,1000,835
128,242,3000,712
128,243,1000,430
128,266,1000,300
137,143,2000,528
137,180,3000,367
137,193,3000,358
137,200,2000,252
137,223,2000,595
137,226,3000,675
137,242,1000,891
137,243,2000,930
137,255,3000,171
137,256,3000,41
143,157,1000,868
143,165,1000,700
143,176,3000,323
143,216,3000,358
143,223,1000,669
143,236,2000,226
143,266,3000,294
143,294,3000,100
145,193,2000,177
145,200,1000,360
145,255,3000,602
145,256,3000,408
145,294,2000,36
151,157,2000,856
151,216,1000,803
151,243,2000,372
151,247,2000,323
151,256,3000,184
157,212,2000,604
157,216,3000,166
157,267,3000,388
157,294,3000,35
165,173,3000,675
165,210,1000,987
165,212,1000,473
165,236,2000,440
165,242,2000,733
165,247,1000,901
165,248,3000,916
165,256,2000,625
165,266,3000,110
165,294,2000,290
173,193,1000,918
173,200,1000,467
173,216,1000,230
173,255,3000,928
173,267,1000,590
176,238,3000,214
176,267,2000,432
180,236,3000,932
180,243,2000,585
180,247,1000,486
180,294,3000,785
184,200,3000,776
184,210,1000,155
184,216,3000,972
184,247,2000,741
193,210,3000,366
193,216,1000,849
193,223,1000,7
193,238,2000,174
193,242,3000,593
193,256,1000,359
200,210,1000,186
200,216,2000,348
200,238,2000,111
200,243,2000,132
200,255,3000,58
200,267,2000,551
210,238,1000,141
210,243,3000,904
210,262,3000,478
212,216,1000,330
212,238,1000,894
212,255,2000,887
212,256,3000,782
212,266,3000,624
212,267,3000,556
212,294,2000,143
216,247,1000,169
216,262,1000,907
216,294,1000,184
223,236,2000,726
223,242,1000,61
223,248,1000,993
223,256,1000,108
223,267,2000,153
223,294,2000,211
226,262,2000,105
226,267,3000,253
238,243,2000,157
238,266,3000,239
238,267,1000,181
242,294,1000,785
243,248,1000,647
255,256,3000,49
255,262,2000,389
262,294,3000,627
266,267,2000,190
